Item Category,Item Description, Excellent,Very Good,Good
"Toys, Hobbies & Gaming",Nerf Football,$8.71 ,$7.41 ,$6.10 
"Toys, Hobbies & Gaming",Nerf Gun,$12.15 ,$10.33 ,$8.51 
"Toys, Hobbies & Gaming",Nintendo 64: AC Power Supply,$10.69 ,$9.09 ,$7.48 
"Toys, Hobbies & Gaming",Nintendo 64: AV Cable,$8.51 ,$7.24 ,$5.96 
"Toys, Hobbies & Gaming",Nintendo 64: Controller,$12.79 ,$10.87 ,$8.95 
"Toys, Hobbies & Gaming",Nintendo 64: Memory Card,$9.95 ,$8.46 ,$6.97 
"Toys, Hobbies & Gaming",Nintendo Game Boy: AC Power Supply,$4.85 ,$4.13 ,$3.40 
"Toys, Hobbies & Gaming",Nintendo Game Boy: Case,$5.89 ,$5.01 ,$4.12 
"Toys, Hobbies & Gaming",Nintendo Game Boy: Link Cable,$4.46 ,$3.79 ,$3.12 
"Toys, Hobbies & Gaming",Nintendo Game Boy: Survival Kit,$10.46 ,$8.89 ,$7.32 
"Toys, Hobbies & Gaming",Nintendo Game Boy: Wireless Adapter,$4.93 ,$4.19 ,$3.45 
"Toys, Hobbies & Gaming",Nintendo GameCube: AC Power Supply,$11.45 ,$9.74 ,$8.02 
"Toys, Hobbies & Gaming",Nintendo GameCube: AV Cable,$7.85 ,$6.68 ,$5.50 
"Toys, Hobbies & Gaming",Nintendo GameCube: Controller,$13.02 ,$11.07 ,$9.11 
"Toys, Hobbies & Gaming",Nintendo GameCube: Memory Card,$10.69 ,$9.09 ,$7.48 
"Toys, Hobbies & Gaming",Nintendo GameCube: Wave Bird Wireless Controller,$23.08 ,$19.62 ,$16.16 
"Toys, Hobbies & Gaming",Nintendo NES: AC Power Supply,$11.66 ,$9.91 ,$8.16 
"Toys, Hobbies & Gaming",Nintendo NES: Controller,$10.30 ,$8.76 ,$7.21 
"Toys, Hobbies & Gaming",Nintendo NES: RF Switch,$9.23 ,$7.85 ,$6.46 
"Toys, Hobbies & Gaming",Nintendo NES: Zapper Gun,$10.96 ,$9.32 ,$7.67 
"Toys, Hobbies & Gaming",Nintendo Super: AC Power Supply,$13.86 ,$11.78 ,$9.70 
"Toys, Hobbies & Gaming",Nintendo Super: Controller,$12.38 ,$10.53 ,$8.67 
"Toys, Hobbies & Gaming",Nintendo Super: Gun,$7.88 ,$6.70 ,$5.52 
"Toys, Hobbies & Gaming",Nintendo Super: RF Switch,$9.94 ,$8.45 ,$6.96 
"Toys, Hobbies & Gaming",Nintendo Super: Strategy Guide,$9.43 ,$8.02 ,$6.60 
"Toys, Hobbies & Gaming",Nintendo Super: USB Controller,$8.75 ,$7.44 ,$6.13 
"Toys, Hobbies & Gaming",Paper Crimper,$8.61 ,$7.32 ,$6.03 
"Toys, Hobbies & Gaming",Paper Trimmer,$10.36 ,$8.81 ,$7.25 
"Toys, Hobbies & Gaming",Piggy Bank,$7.75 ,$6.59 ,$5.43 
"Toys, Hobbies & Gaming",Play Hut/Play Tent,$17.64 ,$15.00 ,$12.35 
"Toys, Hobbies & Gaming",Playground/Climber,$138.92 ,$118.08 ,$97.24 
"Toys, Hobbies & Gaming",PlayStation 2: Controller,$13.72 ,$11.66 ,$9.60 
"Toys, Hobbies & Gaming",PlayStation 2: Memory Card,$8.06 ,$6.85 ,$5.64 
"Toys, Hobbies & Gaming",PlayStation 2: Multitap,$11.82 ,$10.05 ,$8.27 
"Toys, Hobbies & Gaming",PlayStation 2: Network Adapter,$12.88 ,$10.95 ,$9.02 
"Toys, Hobbies & Gaming",PlayStation: AC Power Supply,$9.91 ,$8.43 ,$6.94 
"Toys, Hobbies & Gaming",PlayStation: Controller,$11.83 ,$10.06 ,$8.28 
"Toys, Hobbies & Gaming",PlayStation: Memory Card,$8.09 ,$6.88 ,$5.66 
"Toys, Hobbies & Gaming",PlayStation: Multitap,$11.78 ,$10.02 ,$8.25 
"Toys, Hobbies & Gaming",Plug N Play Game,$6.04 ,$5.14 ,$4.23 
"Toys, Hobbies & Gaming",Plush/Stuffed Toy,$7.07 ,$6.01 ,$4.95 
"Toys, Hobbies & Gaming",Pop Up Toy,$6.97 ,$5.93 ,$4.88 
"Toys, Hobbies & Gaming",Portable Slide,$16.57 ,$14.09 ,$11.60 
"Toys, Hobbies & Gaming",Precious Moments: Full-Size Doll,$17.25 ,$14.67 ,$12.08 
"Toys, Hobbies & Gaming",Push/Scoot Toy,$8.11 ,$6.90 ,$5.68 
"Toys, Hobbies & Gaming",Quantum Pad (System),$10.16 ,$8.64 ,$7.11 
"Toys, Hobbies & Gaming",Remote Control Car,$16.27 ,$13.83 ,$11.39 
"Toys, Hobbies & Gaming",Rokenbok Set,$20.04 ,$17.04 ,$14.03 
"Toys, Hobbies & Gaming",Rotary Trimmer,$12.90 ,$10.97 ,$9.03 
"Toys, Hobbies & Gaming",Rubber Stamp,$3.94 ,$3.35 ,$2.76 
"Toys, Hobbies & Gaming",Sand/Water Toy,$7.94 ,$6.75 ,$5.56 
"Toys, Hobbies & Gaming",Scissors: Decorative,$5.47 ,$4.65 ,$3.83 
"Toys, Hobbies & Gaming",Scissors: Straight Edge,$4.80 ,$4.08 ,$3.36 
"Toys, Hobbies & Gaming",Sega Dreamcast: Controller,$12.51 ,$10.64 ,$8.76 
"Toys, Hobbies & Gaming",Sega Dreamcast: Gun,$25.38 ,$21.58 ,$17.77 
"Toys, Hobbies & Gaming",Sega Dreamcast: Memory Card,$12.31 ,$10.47 ,$8.62 
"Toys, Hobbies & Gaming",Sega Dreamcast: Visual Memory Unit,$17.52 ,$14.89 ,$12.26 
"Toys, Hobbies & Gaming",Sega Game Gear: AC Power Supply,$11.42 ,$9.71 ,$7.99 
"Toys, Hobbies & Gaming",Sega Game Gear: TV Tuner,$19.75 ,$16.79 ,$13.83 
"Toys, Hobbies & Gaming",Sega Genesis: AC Power Supply,$5.11 ,$4.35 ,$3.58 
"Toys, Hobbies & Gaming",Sega Genesis: AV Cable,$6.69 ,$5.69 ,$4.68 
"Toys, Hobbies & Gaming",Sega Genesis: Controller,$7.88 ,$6.70 ,$5.52 
"Toys, Hobbies & Gaming",Sega Genesis: RF Switch,$5.25 ,$4.47 ,$3.68 
"Toys, Hobbies & Gaming",Sega Saturn: AV Cable,$5.97 ,$5.08 ,$4.18 
"Toys, Hobbies & Gaming",Sega Saturn: Controller,$9.95 ,$8.46 ,$6.97 
"Toys, Hobbies & Gaming",Sega Saturn: Memory Card,$10.42 ,$8.86 ,$7.29 
"Toys, Hobbies & Gaming",Sewing Machine: Standard,$45.89 ,$39.01 ,$32.12 
"Toys, Hobbies & Gaming",Sewing Machine: Travel,$51.11 ,$43.45 ,$35.78 
"Toys, Hobbies & Gaming",Sewing Shears: Pinking,$7.79 ,$6.62 ,$5.45 
"Toys, Hobbies & Gaming",Sewing Shears: Quilting,$11.35 ,$9.65 ,$7.95 
"Toys, Hobbies & Gaming",Sewing Shears: Straight Edge,$6.98 ,$5.94 ,$4.89 
"Toys, Hobbies & Gaming",Sewing: Material/Fabric,$6.75 ,$5.74 ,$4.73 
"Toys, Hobbies & Gaming",Sewing: Pattern,$3.97 ,$3.38 ,$2.78 
"Toys, Hobbies & Gaming",Shrinky Dinks Maker,$10.06 ,$8.55 ,$7.04 
"Toys, Hobbies & Gaming",Sit N Spin,$13.56 ,$11.53 ,$9.49 
"Toys, Hobbies & Gaming",Slinky,$4.53 ,$3.85 ,$3.17 
"Toys, Hobbies & Gaming",Spinning Top,$4.90 ,$4.17 ,$3.43 
"Toys, Hobbies & Gaming",Spirograph,$8.39 ,$7.13 ,$5.87 
"Toys, Hobbies & Gaming",Sprinkler,$13.54 ,$11.51 ,$9.48 
"Toys, Hobbies & Gaming",Stacking Toy,$8.20 ,$6.97 ,$5.74 
"Toys, Hobbies & Gaming",Storage Tote,$8.17 ,$6.95 ,$5.72 
"Toys, Hobbies & Gaming",Strawberry Shortcake: Full-Size Doll,$11.82 ,$10.05 ,$8.27 
"Toys, Hobbies & Gaming",Swing: Infant/Toddler,$20.45 ,$17.39 ,$14.32 
"Toys, Hobbies & Gaming",Swing: Youth,$20.45 ,$17.39 ,$14.32 
"Toys, Hobbies & Gaming",Swivel Knife,$9.85 ,$8.38 ,$6.90 
"Toys, Hobbies & Gaming",System: Nintendo 64,$31.56 ,$26.83 ,$22.09 
"Toys, Hobbies & Gaming",System: Nintendo DS,$32.59 ,$27.70 ,$22.81 
"Toys, Hobbies & Gaming",System: Nintendo Game Boy Advance,$31.90 ,$27.12 ,$22.33 
"Toys, Hobbies & Gaming",System: Nintendo Game Boy Advance SP,$41.84 ,$35.57 ,$29.29 
"Toys, Hobbies & Gaming",System: Nintendo Game Boy Color,$43.04 ,$36.59 ,$30.13 
"Toys, Hobbies & Gaming",System: Nintendo Game Boy Original,$35.84 ,$30.47 ,$25.09 
"Toys, Hobbies & Gaming",System: Nintendo Game Boy Pocket,$32.41 ,$27.55 ,$22.69 
"Toys, Hobbies & Gaming",System: Nintendo GameCube,$59.17 ,$50.30 ,$41.42 
"Toys, Hobbies & Gaming",System: Nintendo NES,$51.11 ,$43.45 ,$35.78 
"Toys, Hobbies & Gaming",System: Nintendo Super,$51.45 ,$43.74 ,$36.02 
"Toys, Hobbies & Gaming",System: PlayStation,$51.11 ,$43.45 ,$35.78 
"Toys, Hobbies & Gaming",System: PlayStation 2,$58.31 ,$49.57 ,$40.82 
"Toys, Hobbies & Gaming",System: PSP,$52.60 ,$44.71 ,$36.82 
"Toys, Hobbies & Gaming",System: Sega Dreamcast,$52.30 ,$44.46 ,$36.61 
"Toys, Hobbies & Gaming",System: Sega Game Gear,$31.72 ,$26.96 ,$22.20 
"Toys, Hobbies & Gaming",System: Sega Genesis,$38.59 ,$32.80 ,$27.01 
"Toys, Hobbies & Gaming",System: Sega Saturn,$35.16 ,$29.89 ,$24.61 
"Toys, Hobbies & Gaming",System: Xbox,$65.52 ,$55.69 ,$45.86 
"Toys, Hobbies & Gaming",Telescope,$49.69 ,$42.24 ,$34.78 
"Toys, Hobbies & Gaming",Tinker Toys: Junior,$9.43 ,$8.02 ,$6.60 
"Toys, Hobbies & Gaming",Tinker Toys: Original,$10.49 ,$8.92 ,$7.34 
"Toys, Hobbies & Gaming",Toy Box,$21.80 ,$18.53 ,$15.26 
"Toys, Hobbies & Gaming",Tricycle,$20.23 ,$17.20 ,$14.16 
"Toys, Hobbies & Gaming",View-Master,$7.95 ,$6.76 ,$5.57 
"Toys, Hobbies & Gaming",Wagon,$27.61 ,$23.47 ,$19.33 
"Toys, Hobbies & Gaming",Walkie Talkies (Pair),$13.87 ,$11.79 ,$9.71 
"Toys, Hobbies & Gaming",Water Gun,$5.82 ,$4.95 ,$4.07 
"Toys, Hobbies & Gaming",Wooden Block Set,$12.43 ,$10.57 ,$8.70 
"Toys, Hobbies & Gaming",Wooden Train Set,$14.80 ,$12.58 ,$10.36 
"Toys, Hobbies & Gaming",World Globe,$7.72 ,$6.56 ,$5.40 
"Toys, Hobbies & Gaming",Xbox: AV Cable,$5.81 ,$4.94 ,$4.07 
"Toys, Hobbies & Gaming",Xbox: Controller,$17.48 ,$14.86 ,$12.24 
"Toys, Hobbies & Gaming",Xbox: DVD Movie Playback,$9.03 ,$7.68 ,$6.32 
"Toys, Hobbies & Gaming",Xbox: Memory Card,$9.91 ,$8.43 ,$6.94 
"Toys, Hobbies & Gaming",Xbox: Starter Kit,$20.68 ,$17.58 ,$14.48 
"Toys, Hobbies & Gaming",Xbox: Wireless Controller,$17.49 ,$14.87 ,$12.24 
"Toys, Hobbies & Gaming",Yarn,$1.65 ,$1.41 ,$1.16 
"Toys, Hobbies & Gaming",Yo-Yo,$5.90 ,$5.02 ,$4.13 
