name,ein,category,city,state,website,description
Brooks School Pto,043782395,Education,MEDFORD,MA,,"Education organization in MEDFORD, MA"
Pta Of Ps 184 Flushing Manor School,043798125,Education,WHITESTONE,NY,,"Education organization in WHITESTONE, NY"
The Open Door Presbyterian Church Of New Jersey,043816217,Religious,TEANECK,NJ,,"Religious organization in TEANECK, NJ"
Frankfort Hill Historical Society,043822892,Other,FRANKFORT,NY,,"Other organization in FRANKFORT, NY"
New Hampshire High School Equestrian Teams,043837329,Education,CONCORD,NH,,"Education organization in CONCORD, NH"
Memorial United Methodist Church,046000057,Religious,BEVERLY,MA,,"Religious organization in BEVERLY, MA"
West Medford Baptist Church,046000514,Religious,MEDFORD,MA,,"Religious organization in MEDFORD, MA"
Central United Methodist Church,046000528,Religious,MIDDLEBORO,MA,,"Religious organization in MIDDLEBORO, MA"
Millbury Baptist Church,046000533,Religious,MILLBURY,MA,,"Religious organization in MILLBURY, MA"
First Baptist Church,046000960,Religious,WOBURN,MA,,"Religious organization in WOBURN, MA"
First Baptist Church - Wollaston,046000964,Religious,QUINCY,MA,,"Religious organization in QUINCY, MA"
Epworth United Methodist Church,046000984,Religious,WORCESTER,MA,,"Religious organization in WORCESTER, MA"
Springfield Museums Corporation,046002239,Arts & Culture,SPRINGFIELD,MA,,"Arts & Culture organization in SPRINGFIELD, MA"
Gravity Research Foundation,046002754,Research,WELLESLEY HLS,MA,,"Research organization in WELLESLEY HLS, MA"
Levi Heywood Memorial Library Association,046002850,Other,GARDNER,MA,,"Other organization in GARDNER, MA"
Holyoke Public Library Corp,046002895,Other,HOLYOKE,MA,,"Other organization in HOLYOKE, MA"
Malden Public Library,046003232,Other,MALDEN,MA,,"Other organization in MALDEN, MA"
Norton Public Library,046003592,Other,NORTON,MA,,"Other organization in NORTON, MA"
Henry O Peabody School For Girls,046003671,Education,CONCORD,MA,,"Education organization in CONCORD, MA"
Trustees Of The Forbes Library,046004208,Foundation,NORTHAMPTON,MA,,"Foundation organization in NORTHAMPTON, MA"
Wheelwright Scientific School,046004390,Education,NEWBURYPORT,MA,,"Education organization in NEWBURYPORT, MA"
Whitinsville Christian School,046004402,Religious,WHITINSVILLE,MA,,"Religious organization in WHITINSVILLE, MA"
First Baptist Church,046006091,Religious,N ATTLEBORO,MA,,"Religious organization in N ATTLEBORO, MA"
First Baptist Church Of No Abington,046006301,Religious,ABINGTON,MA,,"Religious organization in ABINGTON, MA"
Central Baptist Church,046006410,Religious,MIDDLEBORO,MA,,"Religious organization in MIDDLEBORO, MA"
Cambridge Community Foundation,046012492,Human Services,CAMBRIDGE,MA,,"Human Services organization in CAMBRIDGE, MA"
Michael Anagnos Schools,046012768,Education,WESTON,MA,,"Education organization in WESTON, MA"
Trustees Of The Perley Free School,046032270,Education,GEORGETOWN,MA,,"Education organization in GEORGETOWN, MA"
Cambridge Historical Society,046032737,Other,CAMBRIDGE,MA,,"Other organization in CAMBRIDGE, MA"
Boston Baptist Social Union,046034977,Other,MEDFORD,MA,,"Other organization in MEDFORD, MA"
Richard Salters Storrs Library,046035288,Other,LONGMEADOW,MA,,"Other organization in LONGMEADOW, MA"
Boston Latin School Association,046035973,Education,BOSTON,MA,,"Education organization in BOSTON, MA"
Amherst Historical Society,046037710,Other,AMHERST,MA,,"Other organization in AMHERST, MA"
Milton Historical Society,046038657,Other,MILTON,MA,,"Other organization in MILTON, MA"
Wakefield Historical Society,046038780,Other,WAKEFIELD,MA,,"Other organization in WAKEFIELD, MA"
Putnam Free School Ttees,046040535,Education,NEWBURYPORT,MA,,"Education organization in NEWBURYPORT, MA"
Living Faith United Methodist Church,046040828,Religious,IPSWICH,MA,,"Religious organization in IPSWICH, MA"
Danvers Historical Society Glen Magna,046041458,Other,DANVERS,MA,,"Other organization in DANVERS, MA"
First Baptist Church,046041549,Religious,METHUEN,MA,,"Religious organization in METHUEN, MA"
Historical Society Of Greenfield Mass,046041992,Other,GREENFIELD,MA,,"Other organization in GREENFIELD, MA"
First Baptist Church,046042522,Religious,GARDNER,MA,,"Religious organization in GARDNER, MA"
Athol High School Scholarship Association,046044715,Education,ATHOL,MA,,"Education organization in ATHOL, MA"
Smith College Club Of Franklin County,046046140,Education,MONTAGUE,MA,,"Education organization in MONTAGUE, MA"
Massachusetts Hospital School Foundation,046046569,Health,CANTON,MA,,"Health organization in CANTON, MA"
Hardwick Historical Society,046046900,Other,HARDWICK,MA,,"Other organization in HARDWICK, MA"
Woburn Public Library,046047185,Other,WOBURN,MA,,"Other organization in WOBURN, MA"
Trustees Of The Haverhill Public Library,046047497,Foundation,HAVERHILL,MA,,"Foundation organization in HAVERHILL, MA"
Haverhill Historical Society,046047671,Other,HAVERHILL,MA,,"Other organization in HAVERHILL, MA"
St Luke Lutheran Preschool,046047895,Education,DEDHAM,MA,,"Education organization in DEDHAM, MA"
Mattapan Baptist Church,046048245,Religious,MILTON,MA,,"Religious organization in MILTON, MA"
Faith United Methodist Church,046048397,Religious,CHICOPEE,MA,,"Religious organization in CHICOPEE, MA"
Yarmouth Library Association,046048917,Other,YARMOUTH PORT,MA,,"Other organization in YARMOUTH PORT, MA"
Warren Ave Baptist Church,046049475,Religious,BROCKTON,MA,,"Religious organization in BROCKTON, MA"
Aid For Cancer Research,046049863,Health,NEWTON CENTRE,MA,,"Health organization in NEWTON CENTRE, MA"
First Baptist Church,046050289,Religious,GLOUCESTER,MA,,"Religious organization in GLOUCESTER, MA"
The Hanover Historical Society,046050843,Other,HANOVER,MA,,"Other organization in HANOVER, MA"
Plymouth Public Library,046051039,Other,PLYMOUTH,MA,,"Other organization in PLYMOUTH, MA"
Alumnae-i Association Of Simmons University,046051852,Education,BOSTON,MA,,"Education organization in BOSTON, MA"
Hingham Historical Society,046052033,Other,HINGHAM,MA,,"Other organization in HINGHAM, MA"
Portuguese Evangelical Baptist Church,046052421,Religious,FALL RIVER,MA,,"Religious organization in FALL RIVER, MA"
Rockport High School Alumni Association,046052643,Education,ROCKPORT,MA,,"Education organization in ROCKPORT, MA"
Lunenburg Historical Society,046053432,Other,LUNENBURG,MA,,"Other organization in LUNENBURG, MA"
Karin Grunebaum Cancer Research Foundation,046053493,Health,BEVERLY,MA,,"Health organization in BEVERLY, MA"
Central Baptist Church,046053869,Religious,WESTFIELD,MA,,"Religious organization in WESTFIELD, MA"
Arlington Historical Society,046053994,Other,ARLINGTON,MA,,"Other organization in ARLINGTON, MA"
Boston College Law School Publication Trust,046054705,Education,NEWTON CENTRE,MA,,"Education organization in NEWTON CENTRE, MA"
Groton Historical Society,046054714,Other,GROTON,MA,,"Other organization in GROTON, MA"
National Foundation For Eye Research,046055645,Research,MEREDITH,NH,,"Research organization in MEREDITH, NH"
First Baptist Church,046056153,Religious,STONEHAM,MA,,"Religious organization in STONEHAM, MA"
First Baptist Church,046056294,Religious,LYNN,MA,,"Religious organization in LYNN, MA"
Massachusetts Library Association,046056508,Other,WESTBOROUGH,MA,,"Other organization in WESTBOROUGH, MA"
Mansfield Historical Society,046056548,Other,MANSFIELD,MA,,"Other organization in MANSFIELD, MA"
Central Baptist Church,046056869,Religious,WESTFIELD,MA,,"Religious organization in WESTFIELD, MA"
Monhegan Memorial Library,046056891,Other,MONHEGAN,ME,,"Other organization in MONHEGAN, ME"
Topsfield Historical Society,046058621,Other,TOPSFIELD,MA,,"Other organization in TOPSFIELD, MA"
First Baptist Church,046059504,Religious,WOODVILLE,MA,,"Religious organization in WOODVILLE, MA"
Sherborn Historical Society,046059666,Other,SHERBORN,MA,,"Other organization in SHERBORN, MA"
Whitinsville Social Library,046059729,Other,WHITINSVILLE,MA,,"Other organization in WHITINSVILLE, MA"
First Baptist Church,046060041,Religious,HOLYOKE,MA,,"Religious organization in HOLYOKE, MA"
Fitchburg Historical Society,046060118,Other,FITCHBURG,MA,,"Other organization in FITCHBURG, MA"
Bacon Free Library,046060151,Other,NATICK,MA,,"Other organization in NATICK, MA"
Andover Baptist Church,046064001,Religious,ANDOVER,MA,,"Religious organization in ANDOVER, MA"
Eldredge Public Library,046064571,Other,CHATHAM,MA,,"Other organization in CHATHAM, MA"
Canton Historical Society,046064739,Other,CANTON,MA,,"Other organization in CANTON, MA"
Trustees Of The Salem Public Library,046065760,Foundation,SALEM,MA,,"Foundation organization in SALEM, MA"
Dorchester Historical Society,046066048,Other,DORCHESTER,MA,,"Other organization in DORCHESTER, MA"
First Baptist Church,046066148,Religious,HINGHAM,MA,,"Religious organization in HINGHAM, MA"
Falmouth Historical Society,046066623,Other,FALMOUTH,MA,,"Other organization in FALMOUTH, MA"
Blandford Historical Society,046066722,Other,BLANDFORD,MA,,"Other organization in BLANDFORD, MA"
Roxbury Historical Society,046067297,Other,ROXBURY,MA,,"Other organization in ROXBURY, MA"
First Baptist Church,046067391,Religious,WESTWOOD,MA,,"Religious organization in WESTWOOD, MA"
Zion Baptist Church,046067743,Religious,EVERETT,MA,,"Religious organization in EVERETT, MA"
West Acton Baptist Church,046067819,Religious,ACTON,MA,,"Religious organization in ACTON, MA"
Clift Rodgers Free Library Assn,046068148,Other,MARSHFLD HLS,MA,,"Other organization in MARSHFLD HLS, MA"
Longmeadow Historical Society,046068202,Other,LONGMEADOW,MA,,"Other organization in LONGMEADOW, MA"
Barre Library Association,046069037,Other,BARRE,MA,,"Other organization in BARRE, MA"
Lowell Historical Society,046069161,Other,LOWELL,MA,,"Other organization in LOWELL, MA"
Clinton Historical Society,046069672,Other,CLINTON,MA,,"Other organization in CLINTON, MA"
Woodville Baptist Church,046071082,Religious,WOODVILLE,MA,,"Religious organization in WOODVILLE, MA"
First Baptist Church,046071293,Religious,LEOMINSTER,MA,,"Religious organization in LEOMINSTER, MA"
Historical Society Of Old Yarmouth,046071666,Other,YARMOUTH PORT,MA,,"Other organization in YARMOUTH PORT, MA"
Bethany Baptist Church,046073197,Religious,GARDNER,MA,,"Religious organization in GARDNER, MA"
First Baptist Church Attleboro,046074131,Religious,ATTLEBORO,MA,,"Religious organization in ATTLEBORO, MA"
Jaffna College Funds Trustee,046074663,Education,BOSTON,MA,,"Education organization in BOSTON, MA"
First Baptist Church,046075160,Religious,LITTLETON,MA,,"Religious organization in LITTLETON, MA"
Memorial Baptist Church,046075179,Religious,SEEKONK,MA,,"Religious organization in SEEKONK, MA"
First United Methodist Church Of Westborough,046077546,Religious,WESTBOROUGH,MA,,"Religious organization in WESTBOROUGH, MA"
Somerville Historical Society,046079655,Other,SOMERVILLE,MA,,"Other organization in SOMERVILLE, MA"
Littleton Historical Society,046079839,Other,LITTLETON,MA,,"Other organization in LITTLETON, MA"
First Baptist Church,046087102,Religious,CHELMSFORD,MA,,"Religious organization in CHELMSFORD, MA"
First Baptist Church,046089154,Religious,FRAMINGHAM,MA,,"Religious organization in FRAMINGHAM, MA"
Hurricane Island Outward Bound School,046089174,Education,CAMDEN,ME,,"Education organization in CAMDEN, ME"
John R Fausey Elementary School Pto,046110158,Education,W SPRINGFIELD,MA,,"Education organization in W SPRINGFIELD, MA"
Fitchburg Art Museum,046111758,Arts & Culture,FITCHBURG,MA,,"Arts & Culture organization in FITCHBURG, MA"
Ramapogue Historical Society,046112343,Other,W SPRINGFIELD,MA,,"Other organization in W SPRINGFIELD, MA"
Manchester Historical Society,046112604,Other,MANCHESTER,MA,,"Other organization in MANCHESTER, MA"
Shiloh Baptist Church,046113066,Religious,WEST MEDFORD,MA,,"Religious organization in WEST MEDFORD, MA"
Cohasset Historical Society 14,046113184,Other,COHASSET,MA,,"Other organization in COHASSET, MA"
Lexington Historical Society,046113452,Other,LEXINGTON,MA,,"Other organization in LEXINGTON, MA"
Holliston Historical Society,046114493,Other,HOLLISTON,MA,,"Other organization in HOLLISTON, MA"
Worcester County Light Opera Club,046115345,Arts & Culture,WORCESTER,MA,,"Arts & Culture organization in WORCESTER, MA"
East Brookfield Baptist Church,046115435,Religious,E BROOKFIELD,MA,,"Religious organization in E BROOKFIELD, MA"
Williamstown Historical Museum,046118588,Arts & Culture,WILLIAMSTOWN,MA,,"Arts & Culture organization in WILLIAMSTOWN, MA"
George H Walker Milk Research Fund 5 2093,046121497,Research,ANDOVER,MA,,"Research organization in ANDOVER, MA"
Old Bridgewater Historical Society,046121711,Other,W BRIDGEWATER,MA,,"Other organization in W BRIDGEWATER, MA"
Sippican Historical Society,046125635,Other,MARION,MA,,"Other organization in MARION, MA"
Historical Society Of Watertown,046130160,Other,WATERTOWN,MA,,"Other organization in WATERTOWN, MA"
High School Band Parents Assn Of West Springfield,046130161,Education,W SPRINGFIELD,MA,,"Education organization in W SPRINGFIELD, MA"
Mattapoisett Historical Society,046130266,Other,MATTAPOISETT,MA,,"Other organization in MATTAPOISETT, MA"
Scituate Historical Society,046130440,Other,SCITUATE,MA,,"Other organization in SCITUATE, MA"
West Yarmouth Library Assoc,046130573,Other,WEST YARMOUTH,MA,,"Other organization in WEST YARMOUTH, MA"
Hampshire College Trustees,046130872,Education,AMHERST,MA,,"Education organization in AMHERST, MA"
Hopedale High School Alumni Association,046134141,Education,HOPEDALE,MA,,"Education organization in HOPEDALE, MA"
Cooperative Metropolitan Ministries,046137247,Religious,NEWTON,MA,,"Religious organization in NEWTON, MA"
Wesley United Methodist Church,046137456,Religious,FRAMINGHAM,MA,,"Religious organization in FRAMINGHAM, MA"
Friends Of Boyden Library Foundation,046137840,Foundation,FOXBORO,MA,,"Foundation organization in FOXBORO, MA"
John Winthrop Nursery School Corporation,046141145,Education,BOSTON,MA,,"Education organization in BOSTON, MA"
Pelham Historical Society,046149307,Other,AMHERST,MA,,"Other organization in AMHERST, MA"
Orleans Historical Society,046168175,Other,ORLEANS,MA,,"Other organization in ORLEANS, MA"
Harvard Historical Society,046169825,Other,HARVARD,MA,,"Other organization in HARVARD, MA"
Charlton City United Methodist Church,046171929,Religious,CHARLTON CITY,MA,,"Religious organization in CHARLTON CITY, MA"
Boston Smith College Club,046173493,Education,BOSTON,MA,,"Education organization in BOSTON, MA"
Friends Of The Lawrence Library,046193019,Other,PEPPERELL,MA,,"Other organization in PEPPERELL, MA"
Horace A Moses Tr Fbo Valley Hist Museum,046193445,Arts & Culture,PENNINGTON,NJ,,"Arts & Culture organization in PENNINGTON, NJ"
Horace A Moses Tr Fbo Smith Art Museum,046193447,Arts & Culture,PENNINGTON,NJ,,"Arts & Culture organization in PENNINGTON, NJ"
Bates School Parent-teacher Organization,046196051,Education,WELLESLEY,MA,,"Education organization in WELLESLEY, MA"
Worcester County Law Library Trust,046331338,Foundation,WESTBOROUGH,MA,,"Foundation organization in WESTBOROUGH, MA"
University Of Massachusetts,046357796,Education,AGAWAM,MA,,"Education organization in AGAWAM, MA"
University Of Massachusetts,046357812,Education,SOUTHWICK,MA,,"Education organization in SOUTHWICK, MA"
North Baptist Church,046360751,Religious,FAIRHAVEN,MA,,"Religious organization in FAIRHAVEN, MA"
Swampscott Historical Society,046361239,Other,SWAMPSCOTT,MA,,"Other organization in SWAMPSCOTT, MA"
Easthampton Historical Society,046408172,Other,EASTHAMPTON,MA,,"Other organization in EASTHAMPTON, MA"
The Amesbury Public Library Charitable Trust,046500545,Foundation,AMESBURY,MA,,"Foundation organization in AMESBURY, MA"
Captain Forbes House Museum,046516086,Arts & Culture,MILTON,MA,,"Arts & Culture organization in MILTON, MA"
Chelonian Research Foundation,046705444,Research,ARLINGTON,VT,,"Research organization in ARLINGTON, VT"
Fenway High School Fund,046719813,Education,ROXBURY XING,MA,,"Education organization in ROXBURY XING, MA"
